date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:21:25	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-6845c2975318fb5f;gz%22	https://blackfridaysupplements.store/3501316d1572d5ea296a5587a88ea718.html	C:/Meus%20Sites/Growth/blackfridaysupplements.store/3501316d1572d5ea296a5587a88ea718.html	(from https://blackfridaysupplements.store/)
15:21:25	6598/6598	---M--	200	added ('OK')	image/webp	etag:%2219c6-67467e98-d0b9ab4284d00418;;;%22	https://blackfridaysupplements.store/images/b6e27a18667a4f3137618dbce4ae274d.webp	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/b6e27a18667a4f3137618dbce4ae274d.webp	(from https://blackfridaysupplements.store/)
15:21:25	4801/4801	---M--	200	added ('OK')	image/png	etag:%2212c1-67467e98-ccdce914b0af1f07;;;%22	https://blackfridaysupplements.store/images/4678e438b7516506b529aaa9ea4cf3c0.png	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/4678e438b7516506b529aaa9ea4cf3c0.png	(from https://blackfridaysupplements.store/)
15:21:25	6939/6939	---M--	200	added ('OK')	image/png	etag:%221b1b-67467e98-1058c30a6481ca76;;;%22	https://blackfridaysupplements.store/images/5a1fcd2d5b5f93e27441ae91e9189e3c.png	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/5a1fcd2d5b5f93e27441ae91e9189e3c.png	(from https://blackfridaysupplements.store/)
15:21:26	21989/21989	---M--	200	added ('OK')	image/png	etag:%2255e5-67467e98-759fb0a3b1bcb9ad;;;%22	https://blackfridaysupplements.store/images/bdc19d922bb92abe3f905cc03699a4c5.png	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/bdc19d922bb92abe3f905cc03699a4c5.png	(from https://blackfridaysupplements.store/)
15:21:26	4858/4858	---M--	200	added ('OK')	image/png	etag:%2212fa-67467e98-a65def0d3daeab19;;;%22	https://blackfridaysupplements.store/images/3cd96ea3b3b4be59a04f27b3ddb419af.png	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/3cd96ea3b3b4be59a04f27b3ddb419af.png	(from https://blackfridaysupplements.store/)
15:21:26	6533/6533	---M--	200	added ('OK')	image/jpeg	etag:%221985-67467e98-3f78854c60f46abb;;;%22	https://blackfridaysupplements.store/images/d7a8ea7756b4f63a7188a949e5da9155.jpg	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/d7a8ea7756b4f63a7188a949e5da9155.jpg	(from https://blackfridaysupplements.store/)
15:21:26	6209/6209	---M--	200	added ('OK')	image/jpeg	etag:%221841-67467e98-658939020a0e2bc;;;%22	https://blackfridaysupplements.store/images/19642709aa0b8f6060b142acbe85e28f.jpg	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/19642709aa0b8f6060b142acbe85e28f.jpg	(from https://blackfridaysupplements.store/)
15:21:27	8609/8609	---M--	200	added ('OK')	image/jpeg	etag:%2221a1-67467e98-7783c13e63f4508e;;;%22	https://blackfridaysupplements.store/images/5f414e4199d729e237152dd3fe3b9f4c.jpg	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/5f414e4199d729e237152dd3fe3b9f4c.jpg	(from https://blackfridaysupplements.store/)
15:21:27	9684/9684	---M--	200	added ('OK')	image/jpeg	etag:%2225d4-67467e98-bc1dc102c70dfd20;;;%22	https://blackfridaysupplements.store/images/2e8b0969943d280ed19f830af4128936.jpg	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/2e8b0969943d280ed19f830af4128936.jpg	(from https://blackfridaysupplements.store/)
15:21:27	7796/7796	---M--	200	added ('OK')	image/jpeg	etag:%221e74-67467e98-151981621bdb4c07;;;%22	https://blackfridaysupplements.store/images/da8310903e1858a22172dfbe51b41dc0.jpg	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/da8310903e1858a22172dfbe51b41dc0.jpg	(from https://blackfridaysupplements.store/)
15:21:27	6897/6897	---M--	200	added ('OK')	image/jpeg	etag:%221af1-67467e98-ed0e13d6678e65ff;;;%22	https://blackfridaysupplements.store/images/770dce65f72314b357ca845722c13343.jpg	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/770dce65f72314b357ca845722c13343.jpg	(from https://blackfridaysupplements.store/)
15:21:28	7129/7129	---M--	200	added ('OK')	image/jpeg	etag:%221bd9-67467e98-c0843c85ce0a54a;;;%22	https://blackfridaysupplements.store/images/b99db0bebcdc84618ef032eb714b293a.jpg	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/b99db0bebcdc84618ef032eb714b293a.jpg	(from https://blackfridaysupplements.store/)
15:21:28	1518/1518	---M--	200	added ('OK')	image/png	etag:%225ee-67467e98-1b0294c18c378541;;;%22	https://blackfridaysupplements.store/images/icone-usuario.png	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/icone-usuario.png	(from https://blackfridaysupplements.store/)
15:21:28	1535/1535	---M--	200	added ('OK')	image/png	etag:%225ff-67467e98-68fbb2167d979cfc;;;%22	https://blackfridaysupplements.store/images/icone-faleConosco.png	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/icone-faleConosco.png	(from https://blackfridaysupplements.store/)
15:21:28	1151/1151	---M-Z	200	added ('OK')	image/svg+xml	etag:%2247f-67467e98-1c183a038a4719d4;gz%22	https://blackfridaysupplements.store/images/cart.svg	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/cart.svg	(from https://blackfridaysupplements.store/)
15:21:29	378/378	---M-Z	200	added ('OK')	image/svg+xml	etag:%2217a-67467e98-164ad28591fd24cf;gz%22	https://blackfridaysupplements.store/images/arrow-prev.svg	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/arrow-prev.svg	(from https://blackfridaysupplements.store/)
15:21:29	86240/86240	---M--	200	added ('OK')	image/jpeg	etag:%22150e0-67467e98-a28ee89aa443464d;;;%22	https://blackfridaysupplements.store/images/fundo-mobile.jpg	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/fundo-mobile.jpg	(from https://blackfridaysupplements.store/)
15:21:29	462/462	---M-Z	200	added ('OK')	image/svg+xml	etag:%221ce-67467e98-7051b890c673d815;gz%22	https://blackfridaysupplements.store/images/check_2.svg	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/check_2.svg	(from https://blackfridaysupplements.store/)
15:21:29	5971/5971	---M--	200	added ('OK')	image/png	etag:%221753-67467e98-c2d37e31f71f7d0a;;;%22	https://blackfridaysupplements.store/images/sprint-selos.png	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/sprint-selos.png	(from https://blackfridaysupplements.store/)
15:21:29	687/687	---M-Z	200	added ('OK')	image/svg+xml	etag:%222af-67467e98-37f61e6e0c90f296;gz%22	https://blackfridaysupplements.store/images/list-icon.svg	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/list-icon.svg	(from https://blackfridaysupplements.store/)
15:21:30	135677/135677	---M--	200	added ('OK')	image/jpeg	etag:%22211fd-67467e98-6fcbb8b6f69fafcb;;;%22	https://blackfridaysupplements.store/images/background-section-new-02-v3.jpg	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/background-section-new-02-v3.jpg	(from https://blackfridaysupplements.store/)
15:21:30	382780/382780	---M--	200	added ('OK')	image/png	etag:%225d73c-67467e98-5e7003ffc2276e40;;;%22	https://blackfridaysupplements.store/images/bg-sobre-03.png	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/bg-sobre-03.png	(from https://blackfridaysupplements.store/)
15:21:30	194052/194052	---M--	200	added ('OK')	image/webp	etag:%222f604-67467e98-e53f3ee6ac15860c;;;%22	https://blackfridaysupplements.store/images/whey-bg-04-v2.webp	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/whey-bg-04-v2.webp	(from https://blackfridaysupplements.store/)
15:21:30	196/196	---M--	200	added ('OK')	image/png	etag:%22c4-67467e98-19cdae171246d16c;;;%22	https://blackfridaysupplements.store/images/b-sabor-icon.png	C:/Meus%20Sites/Growth/blackfridaysupplements.store/images/b-sabor-icon.png	(from https://blackfridaysupplements.store/)
